AIANNHCE,community_name,population,testing,testing_date,testing_url,school,school_date,school_url,work,work_date,work_url,shelter,shelter_date,shelter_url,shelter_enforcement,shelter_enforcement_date,shelter_enforcement_url,event,event_date,event_url,transport,transport_date,transport_url,fdpir,fdpir_url,revenue,revenue_date,revenue_url,checkpoint,checkpoint_date,checkpoint_url,testing_time,parks,updated
4075,Swinomish Indian Tribal Community,3010,False,,,True,2020-03-17,"http://www.swinomish-nsn.gov/community/coronavirus-information-updates/messages-from-the-chairman/march-14,-2020.aspx",True,2020-03-24,http://www.swinomish-nsn.gov/community/coronavirus-information-updates/messages-from-the-chairman.aspx,True,2020-03-24,http://www.swinomish-nsn.gov/community/coronavirus-information-updates/messages-from-the-chairman.aspx,False,,,True,2020-03-14,"http://www.swinomish-nsn.gov/community/coronavirus-information-updates/messages-from-the-chairman/march-14,-2020.aspx",,,,True,https://www.dshs.wa.gov/esa/eligibility-z-manual-ea-z/food-distribution-program-indian-reservations,,,,,,,,,2020-05-10 18:57:16
3940,Spokane Tribe of the Spokane Reservation,2096,True,2020-03-20,https://www.kxly.com/covid-19-testing-site-at-fairgrounds-to-close-new-sites-to-open-across-spokane-county/,True,2020-03-13,https://spokanetribe.com/government/tanf/education/,True,2020-03-16,https://spokanetribe.com/wp-content/uploads/2020/04/Spokane_Tribe_Partial_Shutdown.pdf,True,2020-04-01,https://spokanetribe.com/wp-content/uploads/2020/04/2020-166_Establishing_Social_Distancing_Requirements_Banning_Social_Gatherings_and_Establishing_Related_Penalties_due_to_COVID19_and_Ongoing_State_of_Emergency.pdf,True,2020-04-01,https://spokanetribe.com/wp-content/uploads/2020/04/2020-166_Establishing_Social_Distancing_Requirements_Banning_Social_Gatherings_and_Establishing_Related_Penalties_due_to_COVID19_and_Ongoing_State_of_Emergency.pdf,True,2020-04-01,https://spokanetribe.com/wp-content/uploads/2020/04/2020-166_Establishing_Social_Distancing_Requirements_Banning_Social_Gatherings_and_Establishing_Related_Penalties_due_to_COVID19_and_Ongoing_State_of_Emergency.pdf,True,2020-03-24,https://www.facebook.com/pg/themoccasinexpress/posts/?ref=page_internal,True,https://www.dshs.wa.gov/book/export/html/27966,,,,,,,,,2020-05-10 19:08:39
3495,Pueblo of Santa Clara,11693,True,2020-04-07,https://www.indianz.com/covid19/?p=2327,True,2020-04-21,https://www.kob.com/new-mexico-news/gov-of-santa-clara-pueblo-worries-outbreak-of-covid-19-could-have-devastated-effect/5707261/,True,2020-04-21,https://www.kob.com/new-mexico-news/gov-of-santa-clara-pueblo-worries-outbreak-of-covid-19-could-have-devastated-effect/5707261/,True,2020-04-21,https://www.kob.com/new-mexico-news/gov-of-santa-clara-pueblo-worries-outbreak-of-covid-19-could-have-devastated-effect/5707261/,,,,,,,,,,True,http://fooddistribution.snappages.com/,True,2020-04-21,https://www.kob.com/new-mexico-news/gov-of-santa-clara-pueblo-worries-outbreak-of-covid-19-could-have-devastated-effect/5707261/,True,2020-04-21,https://www.kob.com/new-mexico-news/gov-of-santa-clara-pueblo-worries-outbreak-of-covid-19-could-have-devastated-effect/5707261/,,,2020-05-15 14:34:28
5720,Kiowa Indian Tribe of Oklahoma,12000,False,,,,,,True,2020-04-19,https://www.swoknews.com/news/kiowa-tribe-shuts-down-completely-after-employee-hospitalized-with-covid-19/article_f83aab28-ca23-5b49-8399-ed54ff16e993.html,,,,,,,,,,False,,,True,https://www.nativeknot.com/Kiowa-Tribe-of-Oklahoma/Kiowa-Tribe-of-Oklahoma-Food-Distribution-Program.html,True,,https://kiowacasino.com/,False,,,,,2020-05-15 22:30:52
6720,Kenaitze Indian Tribe,1600,True,,https://www.kenaitze.org/covid-19-update/,True,2020-03-13,https://www.kenaitze.org/an-important-message-to-the-families-we-serve/,False,2020-05-08,https://covid19.alaska.gov/health-mandates/,False,2020-05-08,https://covid19.alaska.gov/health-mandates/,,,,True,,https://www.kenaitze.org/covid-19-update/,False,,,True,https://www.kenaitze.org/assistance/food-bank/,,,,,,,,,2020-05-16 00:07:46
6290,Chickaloon Native Village,2373,,,,True,2020-03-17,https://www.chickaloon-nsn.gov/,True,2020-03-17,https://www.chickaloon-nsn.gov/,True,2020-03-17,https://www.chickaloon-nsn.gov/,,,,True,2020-03-17,https://www.chickaloon-nsn.gov/,,,,False,,,,,,,,,,2020-05-16 00:31:36
6290,Chickaloon Native Village,,,,,,,,False,2020-05-08,https://covid19.alaska.gov/health-mandates/,,,,,,,,,,,,,,,,,,,,,,,2020-05-16 00:32:39
7080,Ninilchik Village,15000,True,,,True,2020-03-16,https://covid19.alaska.gov/health-mandates/,True,2020-03-17,https://covid19.alaska.gov/health-mandates/,True,2020-03-17,https://covid19.alaska.gov/health-mandates/,,,,True,2020-03-17,https://covid19.alaska.gov/health-mandates/,False,,,True,https://www.ninilchiktribe-nsn.gov/community-services/,,,,False,,,,,2020-05-16 00:57:59
7080,Ninilchik Village,,,,,,,,False,2020-05-08,https://covid19.alaska.gov/health-mandates/,,,,,,,,,,,,,,,,,,,,,,,2020-05-16 00:59:25
6725,Ketchikan Indian Corporation,8477,,,,True,2020-03-17,https://covid19.alaska.gov/health-mandates/,True,2020-03-22,http://www.kictribe.org/announcements,True,2020-03-22,http://www.kictribe.org/announcements,,,,True,2020-03-22,http://www.kictribe.org/announcements,,,,True,,,,,,,,,,2020-05-16 09:02:19
6725,Ketchikan Indian Corporation,,,,,,,,False,2020-05-08,https://covid19.alaska.gov/health-mandates/,,,,,,,,,,,,,,,,,,,,,,,2020-05-16 09:03:15
6420,Douglas Indian Association,700,,,,,,,True,2020-03-18,https://diataku.com/announcements/,,,,,,,True,2020-03-18,https://diataku.com/announcements/,,,,,,,,,,,,,,2020-05-16 09:14:22
7220,Petersburg Indian Association,,,,,,,,True,,https://piatribal.org/,,,,,,,True,,https://piatribal.org/news-%26-events,,,,True,https://piatribal.org/tribal-services,,,,,,,,,2020-05-16 09:28:41
5560,Cheyenne and Arapaho Tribes,12185,True,2020-05-11,https://www.facebook.com/catribesofoklahoma/posts/3287449137946089,,,,True,2020-03-20,https://cheyenneandarapaho-nsn.gov/wp-content/uploads/2020/03/April-1-2020-1.pdf,True,2020-03-20,https://cheyenneandarapaho-nsn.gov/wp-content/uploads/2020/03/April-1-2020-1.pdf,False,,,True,2020-03-20,https://cheyenneandarapaho-nsn.gov/wp-content/uploads/2020/03/April-1-2020-1.pdf,False,,,True,https://cheyenneandarapaho-nsn.gov/project/food-distribution/,True,2020-03-20,https://cheyenneandarapaho-nsn.gov/wp-content/uploads/2020/03/Executive-Order_3-19-2020.pdf,,,,,,2020-05-16 10:07:13
2760,Penobscot Nation,2278,,,,True,,https://sites.google.com/indian-island.mie.k12.me.us/indian-island-school/covid-19-update/school-closure-announcement,,,,True,,https://www.penobscotnation.org/,,,,True,,https://www.penobscotnation.org/,,,,,,,,,,,,,,2020-05-16 10:24:34
5600,Citizen Potawatomi Nation,29155,False,,,,,,,,,,,,,,,True,,https://www.potawatomi.org/covid-19/,,,,True,https://www.nativetimes.com/archives/22-life/education/14274-tribes-look-to-improve-food-access-through-economic-development,True,2020-03-20,https://www.potawatomi.org/covid-19/,,,,,,2020-05-16 10:26:20
6875,The Osage Nation,10000,True,2020-04-22,https://www.kjrh.com/news/local-news/osage-nation-to-provide-covid-19-testing,,,,,,,True,2020-04-03,https://www.newstribune.com/news/local/story/2020/apr/03/osage-county-issues-stay-at-home-order/823045/,False,,,,,,,,,True,https://www.osagenation-nsn.gov/what-we-do/food-distribution-program,True,2020-03-18,http://osagenews.org/en/article/2020/03/18/osage-casinos-suspend-hotel-and-gaming-operations-until-further-notice/,False,,,,,2020-05-16 10:35:49
1530,Houlton Band of Maliseet Indians,869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-16 10:38:53
1530,Houlton Band of Maliseet Indians,869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-16 10:41:52
5830,Seminole Nation of Oklahoma,18800,False,,,,,,,,,,,,,,,,,,,,,True,https://www.nativeknot.com/Seminole-Nation-of-Oklahoma/Seminole-Nation-of-Oklahoma-Food-Distribution-Program.html,True,,https://www.seminolenation.casino/,False,,,,,2020-05-16 10:42:10
5700,Kickapoo Tribe of Oklahoma,2630,False,,,,,,True,2020-03-17,https://www.mscnews.net/news/index.cfm?nk=69241,,,,,,,,,,False,,,,,True,2020-03-17,https://www.mscnews.net/news/index.cfm?nk=69241,,,,,,2020-05-16 10:47:39
2320,Mohegan Tribe of Indians of Connecticut,2000,,,,,,,,,,,,,,,,,,,,,,,,True,2020-03-17,https://portal.ct.gov/Office-of-the-Governor/News/Press-Releases/2020/03-2020/Lamont-Administration-Mashantucket-Pequot-Mohegan-Tribal-Nations,,,,,,2020-05-16 10:56:04
1310,Gila River Indian Community of the Gila River Indian Reservation,11257,True,2020-05-19,http://www.mygilariver.com/view/download.php/coronavirus-updates/user_file_37,,,,,,,,,,,,,,,,False,,,True,https://dbmefaapolicy.azdes.gov/index.html#page/FAA6/6.M_Contact_Information.14.200.html,True,2020-03-17,http://www.mygilariver.com/view/download.php/coronavirus-updates/user_file_14,False,,,,,2020-05-16 10:56:30
2145,Mashantucket Pequot Tribe,1003,,,,,,,,,,,,,,,,,,,,,,,,True,2020-03-17,https://portal.ct.gov/Office-of-the-Governor/News/Press-Releases/2020/03-2020/Lamont-Administration-Mashantucket-Pequot-Mohegan-Tribal-Nations,,,,,,2020-05-16 11:07:50
4530,Wampanoag Tribe of Gay Head (Aquinnah) of Massachusetts,1364,,,,,,,True,,https://wampanoagtribe-nsn.gov/covid-19,True,,https://wampanoagtribe-nsn.gov/covid-19,,,,,,,,,,,,,,,,,,,,2020-05-16 11:13:45
9350,Schaghticoke Tribal Nation,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-16 11:18:43
2695,Passamaquoddy Tribe,3369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-16 11:24:58
4530,Mashpee Wampanoag Tribe,2600,,,,,,,True,,https://mashpeewampanoagtribe-nsn.gov/covid-19,,,,,,,,,,,,,,,,,,,,,,,2020-05-16 11:31:29
2415,Narragansett Indian Tribe,2400,,,,,,,,,,True,,https://secureservercdn.net/198.71.233.179/kv4.f55.myftpupload.com/wp-content/uploads/2020/04/Tribal-Parks.pdf,,,,True,2020-03-13,https://secureservercdn.net/198.71.233.179/kv4.f55.myftpupload.com/wp-content/uploads/2020/03/NIHC-COVID-19-Tribal-Community-Letter.pdf,,,,,,,,,,,,,,2020-05-16 11:37:55
9280,Eastern Pequot Tribal Nation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-16 11:39:32
7755,Wrangell Cooperative Association,,,,,,,,True,2020-03-26,https://www.facebook.com/wrangellcooperativeassociation/,,,,,,,,,,,,,,,,,,,,,,,2020-05-16 12:20:08
7755,Wrangell Cooperative Association,,,,,,,,False,2020-05-08,https://covid19.alaska.gov/health-mandates/,,,,,,,,,,,,,,,,,,,,,,,2020-05-16 12:21:46
7485,Skagway Village,1183,True,2020-03-23,https://www.skagway.org/administration/page/coronavirus-covid-19-information-page,True,2020-03-14,https://covid19.alaska.gov/health-mandates/,True,2020-03-16,https://www.skagway.org/administration/page/coronavirus-covid-19-information-page,True,2020-03-16,https://www.skagway.org/administration/page/coronavirus-covid-19-information-page,,,,True,2020-03-16,https://www.skagway.org/administration/page/coronavirus-covid-19-information-page,False,,,True,http://www.skagwaytraditional.org/assistance,,,,,,,,,2020-05-16 12:51:35
7485,Skagway Village,,,,,,,,False,2020-04-24,https://www.skagway.org/administration/page/coronavirus-covid-19-information-page,False,2020-04-24,https://www.skagway.org/administration/page/coronavirus-covid-19-information-page,,,,,,,,,,,,,,,,,,,,2020-05-16 13:00:39
735,Colorado River Indian Tribes of the Colorado River Indian Reservation (Arizona and California),9929,True,2020-05-09,https://www.crit-nsn.gov,,,,True,2020-04-01,https://www.crit-nsn.gov/R_54-20_%20Require%20All%20Non-Essential%20Businesses%20to%20Close%20and%20all%20Non-Essential%20Personnel%20to%20Stay%20at%20Home.pdf,True,2020-04-01,https://www.crit-nsn.gov/Statement%20for%20Stay%20at%20Home%20Order_04012020.pdf,True,2020-04-01,https://www.crit-nsn.gov/R_54-20_%20Require%20All%20Non-Essential%20Businesses%20to%20Close%20and%20all%20Non-Essential%20Personnel%20to%20Stay%20at%20Home.pdf,True,2020-04-01,https://www.crit-nsn.gov/R_54-20_%20Require%20All%20Non-Essential%20Businesses%20to%20Close%20and%20all%20Non-Essential%20Personnel%20to%20Stay%20at%20Home.pdf,,,,,,True,,https://www.americangaming.org/research/covid-19-casino-tracker/,,,,,,2020-05-16 13:12:20
6905,Manokotak Village,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-16 13:13:20
6905,Manokotak Village,,,,,True,2020-03-14,https://covid19.alaska.gov/health-mandates/,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-16 13:16:23
5550,Cherokee Tribe of Northeast Alabama,517039,False,,,True,2020-03-19,https://abc3340.com/news/coronavirus/remainder-of-on-campus-school-year-in-alabama-cancelled-due-to-covid-19-concerns,True,2020-03-27,https://whnt.com/news/coronavirus/list-of-business-types-ordered-to-close-in-alabama/,True,2020-03-27,https://whnt.com/news/coronavirus/list-of-business-types-ordered-to-close-in-alabama/,False,,,True,2020-03-27,https://abc3340.com/news/nation-world/police-alabama-woman-arrested-for-holding-party-during-covid-19-shelter-in-place-order,False,,,False,,False,,,False,,,,,2020-05-16 13:20:50
6480,Emmonak Village,825,,,,True,2020-03-14,https://covid19.alaska.gov/health-mandates/,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-16 13:23:26
5550,Cherokees of Southeast Alabama,517039,False,,,True,2020-03-19,https://abc3340.com/news/coronavirus/remainder-of-on-campus-school-year-in-alabama-cancelled-due-to-covid-19-concerns,True,2020-03-27,https://whnt.com/news/coronavirus/list-of-business-types-ordered-to-close-in-alabama/,True,2020-03-27,https://whnt.com/news/coronavirus/list-of-business-types-ordered-to-close-in-alabama/,True,2020-03-27,https://www.law-injury.com/the-alabama-shelter-in-place-order-what-it-means-for-you/,True,2020-03-19,https://governor.alabama.gov/newsroom/2020/03/governor-ivey-issues-statement-on-statewide-public-health-order/,False,,,False,,False,,,False,,,,,2020-05-16 13:29:59
2510,Ohkay Owingeh (formerly the Pueblo of San Juan),,True,2020-04-07,https://www.indianz.com/covid19/?p=2327,True,2020-04-01,http://ohkay.org/wp-content/uploads/2020/04/BOE-Parents-Update.pdf,True,2020-03-23,http://ohkay.org/wp-content/uploads/2020/04/Stay-At-Home-Order-6.pdf,True,2020-03-23,http://ohkay.org/wp-content/uploads/2020/05/OO-Community-Update-5-8-2020.pdf,False,,,,,,,,,True,http://fooddistribution.snappages.com/,True,2020-03-18,https://www.americangaming.org/research/covid-19-casino-tracker/,True,2020-03-23,http://ohkay.org/wp-content/uploads/2020/05/OO-Community-Update-5-15-2020.pdf,,,2020-05-16 13:31:54
9960,United Houma Nation,203711,True,2020-03-31,https://www.houmatoday.com/news/20200331/public-drive-through-coronavirus-testing-begins-in-terrebonne,True,2020-03-16,https://www.wwltv.com/article/news/health/coronavirus/list-coronavirus-school-changes-cancelations/289-df25ebe0-5b3a-454a-86c7-1a737a992af6,True,2020-03-23,https://gov.louisiana.gov/assets/Proclamations/2020/JBE-33-2020.pdf,True,2020-03-23,https://gov.louisiana.gov/assets/Proclamations/2020/JBE-33-2020.pdf,True,2020-03-23,https://www.theadvertiser.com/story/news/local/louisiana/2020/03/31/coronavirus-central-louisiana-pastor-violating-governor-stay-at-home-order/5099011002/,True,2020-03-16,https://gov.louisiana.gov/index.cfm/newsroom/detail/2403,False,,,False,,True,2020-03-23,https://gov.louisiana.gov/assets/Proclamations/2020/JBE-33-2020.pdf,False,,,,,2020-05-16 13:43:05
3340,Salt River Pima-Maricopa Indian Community of the Salt River Reservation,7386,True,2020-03-24,https://www.facebook.com/SRPMIC/photos/a.648178048675595/1463930187100373/?type=3&theater,True,2020-03-30,https://saltriverschools.org/news/what_s_new/covid-19,False,,,True,2020-04-01,https://www.srpmic-nsn.gov/wp-content/uploads/2020/04/EmergencyDeclarationApril1.pdf,False,,,True,2020-04-01,https://www.srpmic-nsn.gov/wp-content/uploads/2020/04/EmergencyDeclarationApril1.pdf,False,,,True,https://echalk-slate-prod.s3.amazonaws.com/private/schools/2358/resources/5022f83f-3da7-4ed9-98ae-0db80fc69424?AWSAccessKeyId=AKIAJSZKIBPXGFLSZTYQ&Expires=1812367573&response-cache-control=private%2C%20max-age%3D31536000&response-content-disposition=%3Bfilename%3D%22Free%2520Meal%2520Letter%2520FAQ%2520%25202014-15.pdf%22&response-content-type=application%2Fpdf&Signature=N4RPS1imlbH2XZiniNPyESmGU9Y%3D,True,2020-03-18,https://www.srpmic-nsn.gov/covid-19/,,,,,,2020-05-16 13:47:53
9550,Cher-O-Creek Intra Tribal Indians,86566,False,,,True,2020-03-19,https://abc3340.com/news/coronavirus/remainder-of-on-campus-school-year-in-alabama-cancelled-due-to-covid-19-concerns,True,2020-03-27,https://whnt.com/news/coronavirus/list-of-business-types-ordered-to-close-in-alabama/,True,2020-03-27,https://whnt.com/news/coronavirus/list-of-business-types-ordered-to-close-in-alabama/,True,2020-03-27,https://www.law-injury.com/the-alabama-shelter-in-place-order-what-it-means-for-you/,True,2020-03-16,http://www.alabamapublichealth.gov/news/2020/03/16.html,False,,,False,,,,,False,,,,,2020-05-16 13:50:38
9680,Echota Cherokee Tribe of Alabama,56691,False,,,True,2020-03-19,https://abc3340.com/news/coronavirus/remainder-of-on-campus-school-year-in-alabama-cancelled-due-to-covid-19-concerns,True,2020-03-27,https://whnt.com/news/coronavirus/list-of-business-types-ordered-to-close-in-alabama/,True,2020-03-27,https://whnt.com/news/coronavirus/list-of-business-types-ordered-to-close-in-alabama/,True,2020-03-27,https://www.law-injury.com/the-alabama-shelter-in-place-order-what-it-means-for-you/,True,2020-03-16,http://www.alabamapublichealth.gov/news/2020/03/16.html,False,,,False,,,,,False,,,,,2020-05-16 13:55:48
3370,Sandia Pueblo,427,False,,,,,,True,2020-03-17,https://www.sandiacasino.com/your-safety-matters/,,,,,,,True,2020-03-17,https://www.sandiacasino.com/your-safety-matters/,,,,False,http://fooddistribution.snappages.com/,True,2020-03-17,https://www.sandiacasino.com/your-safety-matters/,,,,,,2020-05-16 14:01:57
1575,Pueblo of Taos,4500,True,2020-05-12,"https://www.taosnews.com/stories/taos-pueblo-conducts-covid-19-testing-tribal-members-positive,63884",True,2020-03-23,https://www.bia.gov/covid-19/school-closures,True,2020-04-01,https://taos.org/together-taos/,True,2020-04-02,"https://www.taosnews.com/stories/town-of-taos-curfew-nightly-curfew-coronavirus,63151",True,2020-04-09,"https://www.taosnews.com/stories/short-term-rentals-rental-crackdown-business-license-registration-illegal-covid-19-coronavirus,63271",True,2020-04-02,"https://www.taosnews.com/stories/town-of-taos-curfew-nightly-curfew-coronavirus,63151",True,2020-03-25,https://www.ncrtd.org/ncrtd-statement-on-measures-in-response-to-covid-19.aspx,True,http://fooddistribution.snappages.com/,True,2020-03-16,https://www.americangaming.org/research/covid-19-casino-tracker/,,,,,,2020-05-16 14:22:51
9720,Four Winds Tribe Louisiana Cherokee Confederacy,31380,False,,,True,2020-03-16,https://www.wwltv.com/article/news/health/coronavirus/list-coronavirus-school-changes-cancelations/289-df25ebe0-5b3a-454a-86c7-1a737a992af6,True,2020-03-23,https://gov.louisiana.gov/assets/Proclamations/2020/JBE-33-2020.pdf,True,2020-03-23,https://gov.louisiana.gov/assets/Proclamations/2020/JBE-33-2020.pdf,True,2020-03-23,https://www.baynews9.com/fl/tampa/ap-top-news/2020/03/31/louisiana-pastor-says-hell-keep-violating-coronavirus-ban,True,2020-03-13,https://gov.louisiana.gov/index.cfm/newsroom/detail/2403,False,,,False,,,,,False,,,,,2020-05-16 14:25:31
2085,Makah Indian Tribe of the Makah Indian Reservation,1213,False,,,,,,True,2020-03-16,https://makah.com/,True,2020-03-16,https://makah.com/,True,2020-03-16,https://www.seattletimes.com/seattle-news/makah-tribe-fights-coronavirus-with-self-reliance-and-extreme-isolation/,True,2020-03-16,https://www.peninsuladailynews.com/news/makah-tribe-orders-neah-bay-residents-to-shelter-in-place/,False,,,True,https://www.dshs.wa.gov/esa/eligibility-z-manual-ea-z/food-distribution-program-indian-reservations,,,,True,2020-03-16,https://www.seattletimes.com/seattle-news/makah-tribe-fights-coronavirus-with-self-reliance-and-extreme-isolation/,,,2020-05-16 14:31:53
3040,Quinault Indian Nation,2535,True,,http://www.quinaultindiannation.com/covidtesting.html,,,,True,2020-03-23,http://www.quinaultindiannation.com/ICT/QUINAULT%20INDIAN%20NATION%20CRITICAL%20SERVICES.pdf,True,2020-03-23,http://www.quinaultindiannation.com/ICT/RES-COVID-19%20Shut%20Down%20Non-essential%20FINAL.pdf,False,,,True,2020-03-23,http://www.quinaultindiannation.com/qincovid19.htm,,,,True,https://www.dshs.wa.gov/esa/eligibility-z-manual-ea-z/food-distribution-program-indian-reservations,True,2020-03-30,https://quinaultbeachresort.com/,False,,,,,2020-05-16 14:45:03
1235,"Fort Mojave Indian Tribe (Arizona, California and Nevada)",1754,,,,,,,,,,,,,,,,,,,,,,True,https://www.fortmojaveindiantribe.com/tribal-departments/food-distribution/,True,,https://www.avicasino.com,,,,,,2020-05-16 14:46:44
